file,query,answer
bridge_structure_005.graphml,"Which PERSON is entitled to the benefits of Sections 2.14, 2.15, 2.16, and Section 2.17 to the same extent as a Lender, and can be involved in borrowing activities as a BHC Act Affiliate or a Borrower taking out Loans?","""BORROWER"""
bridge_structure_016.graphml,"Which ""Person"" is responsible for the amendment process outlined in Section 12.3 and holds a Partnership Interest in the partnership, while also being protected from liability as a Covered Person or Indemnitee under specific conditions?","""GENERAL PARTNER"""
bridge_structure_011.graphml,"Which PERSON are involved in the agreement, including titles and captions, pronouns and plurals, general partners, and limited partners?","""PARTNERS"""
bridge_structure_001.graphml,"Which DOCUMENT governs the terms and conditions of the loan agreement, outlines default conditions, and may be impacted by a material adverse effect on the company's ability to perform obligations?","""LOAN DOCUMENTS"""
bridge_structure_012.graphml,"Which PERSON refers to the General Partner, the pivotal figure within the Partnership responsible for overseeing, managing, and making decisions on behalf of the Company, while also having significant authority over COVERED PERSONS and interacting with LIMITED PARTNERS in governance and allocation?","""GENERAL PARTNER"""
bridge_structure_019.graphml,"Which ORGANIZATION is responsible for governing the admission and transfer of Limited Partners, including ensuring compliance with the Partnership agreement?","""BOARD OF DIRECTORS"""
bridge_structure_023.graphml,"Which DOCUMENT outlines the terms for finalization, mutual consent, management authority, governance, legal framework, and financial terms related to loans?","""AGREEMENT"""
bridge_structure_028.graphml,"Which ORGANIZATION is involved in a Bail-In Action, faces sanctions risks, has a partnership with financial ties, and requires consent for assignments?","""COMPANY"""
bridge_structure_039.graphml,"Which organization has made commitments to its lenders and stakeholders, which it must fulfill to maintain trust and credibility, and is involved in a financial relationship with a partnership that may be a parent or subsidiary entity?","""COMPANY"""
bridge_structure_018.graphml,"Which ""Person"" includes the General Partner and its Covered Persons, while also involving the Partnership Representative, Company, and Agreement in its operational and authority context?","""GENERAL PARTNER"""
bridge_structure_031.graphml,"Which ORGANIZATION must avoid violating Sanctions, maintain accurate Financial Records, and ensure the Borrower does not default to comply with international law, legal obligations, and reporting relationships?","""COMPANY"""
bridge_structure_040.graphml,"Which organization has made commitments to its lenders and stakeholders, including financial commitments that may be terminated or declared due and payable under certain conditions, and is structured with affiliates that could be competitors?","""COMPANY"""
bridge_structure_021.graphml,"Which Limited Partner is seeking to exercise their redemption rights as part of the NREF OP I, L.P. partnership, with the Partnership Representative handling their tax obligations and potentially assigning their rights to an Assignee, requiring approval from the Board of Directors for the transfer?","""LIMITED PARTNER"""
bridge_structure_024.graphml,"Which person can manage a Limited Partner's estate and transfer Partnership Interest if the Limited Partner is incapacitated, interact with other Limited Partners for tax obligations, exercise rights assigned by the Limited Partner, and require approval from the Board of Directors for interest transfers?","""LIMITED PARTNER"""
bridge_structure_035.graphml,"Which ORGANIZATION is involved in material acquisitions totaling $350,000,000 or more, and may terminate commitments without default in the event of a Bail-In Action?","""COMPANY"""
bridge_structure_032.graphml,"Which ORGANIZATION has agreed not to create liens on its assets except under specific circumstances outlined in the agreement, while also making commitments to its lenders and stakeholders that are subject to the survival clause in Section 12.05 of the Agreement?","""COMPANY"""
bridge_structure_033.graphml,"Which organization guarantees the obligations of the Eligible Subsidiary, maintains a financial relationship with the Partnership, and is governed by Financial Officers and a General Partner?","""COMPANY"""
bridge_structure_037.graphml,"Which organization is governed by Section 2.18(c) of the Loan Documents, maintains financial records for regulatory compliance and stakeholder transparency, and has a financial agreement with lenders for borrowing funds?","""COMPANY"""
bridge_structure_030.graphml,"Which organization guarantees the obligations of the Eligible Subsidiary, ensures compliance with Section 2.18(c) of the Loan Documents, requires consent for assignments, and involves relationships with the Assigning Lender?","""COMPANY"""
bridge_structure_029.graphml,"Which ORGANIZATION is directly related to the State of New York, the avoidance of sanctions to prevent legal repercussions and maintain its reputation, and involves its Officers in executive positions and a potential default related to its obligations under the loan agreement?","""COMPANY"""
bridge_structure_038.graphml,"Which ORGANIZATION is involved in maintaining financial records to comply with regulatory requirements and provide transparency to stakeholders, while also being influenced by the decisions of the General Partner and the determination of REIT qualification affecting the Operating Partnership?","""COMPANY"""
bridge_structure_027.graphml,"Which ORGANIZATION holds Partnership Interests and Partnership Units, representing ownership interests and capital investments, while engaging in transactions with Affiliates and being subject to the Securities Act for legal compliance?","""PARTNERSHIP"""
bridge_structure_026.graphml,"Which ""PERSON"" may be replaced as a Limited Partner under the Board of Directors' approval and the terms outlined in the Amended and Restated Limited Partnership Agreement, while their rights can be assigned to an Assignee with proper legal representation?","""LIMITED PARTNER"""
bridge_structure_022.graphml,"Which ""PERSON"" in a ""PARTNERSHIP"" is an investor contributing capital with limited liability, represented in governance decisions, and cannot participate in management, while their rights can be exercised by an ""ASSIGNEE""?","""LIMITED PARTNER"""
bridge_structure_020.graphml,"Which Limited Partner must adhere to Section 11.4 for agreement compliance and partnership membership, pay interest on the loan to the General Partner, hold Partnership Units subject to redemption rights, and transfer interest to an Affiliate without Board approval under specific conditions?","""LIMITED PARTNER"""
bridge_structure_025.graphml,"Which limited partner is bound by the terms of the Amended and Restated Limited Partnership Agreement, which outlines redemption rights and other partnership provisions, and is subject to the tax obligations governed by Section 6225 of the Code, under the authority of the Board of Directors and with the rights that can be assigned to an Assignee?","""LIMITED PARTNER"""
bridge_structure_054.graphml,"Which ORGANIZATION involves consent requirements for assignments, transactional relationships with Affiliates, and allows Limited Partners to transfer interests without Board approval under specific conditions?","""AFFILIATE"""
bridge_structure_050.graphml,"Which financial term refers to the process of borrowing money from a lender, where the borrower is obligated to repay the principal amount plus interest by a specified maturity date?","""LOAN"""
bridge_structure_044.graphml,"Which event involves consent requirements, approval authority, assignment execution, and legal obligations related to entities like The Company, CLO, Administrative Agent, and Lender?","""ASSIGNMENT"""
bridge_structure_047.graphml,"Which organization is involved in the governance and oversight of the Partnership, as outlined in the Articles of Amendment and Restatement, and has a financial relationship with the Company?","""PARTNERSHIP"""
bridge_structure_055.graphml,"Which ORGANIZATION involves transactional relationships with Affiliates, confidentiality obligations for Parties, and the potential for a Limited Partner to transfer interest without Board approval while maintaining corporate ties with its Affiliates?","""AFFILIATE"""
bridge_structure_042.graphml,"Which ORGANIZATION does the Board of Directors have the authority to admit Limited Partners and approve the transfer of their interests, while also overseeing the General Partner's actions and decisions?","""BOARD OF DIRECTORS"""
bridge_structure_041.graphml,"Which ORGANIZATION is subject to financial restrictions, legal agreement, compliance, loan terms, reporting and GAAP in its financial reporting under the terms outlined in the Loan Documents?","""COMPANY"""
bridge_structure_049.graphml,"Which ""PERSON"" are responsible for the allocation of both net losses and net income among partners and assignees, including limited partners, while also being subject to oversight by the Board of Directors regarding their admission and potential assignment of rights?","""LIMITED PARTNERS"""
bridge_structure_043.graphml,"Which ORGANIZATION operates on a fiscal year basis as part of a larger Partnership, while being influenced by the Company's financial statements and serving Limited Partners with annual reports and financial statements?","""OPERATING PARTNERSHIP"""
bridge_structure_045.graphml,"Which ORGANIZATION is subject to United States federal income tax laws and governed by Regulations Section 1.704-1(b)(2)(ii)(g), where Partnership Units represent ownership interests and Assignees are entitled to distributions without voting rights?","""PARTNERSHIP"""
bridge_structure_053.graphml,"Which ORGANIZATION involves transactional relationships with Affiliates, influences the Owner's obligations due to affiliate presence, and coexists with Limited Partners and Companies sharing reporting and compliance responsibilities?","""AFFILIATE"""
bridge_structure_056.graphml,"Which ORGANIZATION is involved in the consent requirement for assignments, shared reporting obligations with its Affiliates, and the influence of affiliate presence on the Owner's obligations under the Agreement?","""AFFILIATE"""
bridge_structure_048.graphml,"Which ORGANIZATION allows a Limited Partner to transfer their interest to an Affiliate without Board approval under specific conditions, while also requiring Parties to maintain confidentiality and protecting non-public information, where the Owner's obligations are influenced by the affiliate presence, and the Company and its Affiliates share reporting and compliance responsibilities?","""AFFILIATE"""
bridge_structure_051.graphml,"Which ORGANIZATION is influenced by affiliate presence and involves consent requirements for assignments, while also potentially including affiliated persons and allowing limited partners to transfer interests under specific conditions?","""AFFILIATE"""
bridge_structure_058.graphml,"Which organization is responsible for governance, decision-making, and overseeing the management and policies of entities like NREF OP I, L.P., the Company, and the General Partner, while also having the authority to admit Limited Partners and approve their transfers?","""BOARD OF DIRECTORS"""
bridge_structure_046.graphml,"Which financial term refers to the entity that takes out a loan and is obligated to repay it according to the terms of the agreement, often subject to credit ratings and pricing levels, with the loan being governed by loan documents that specify terms like the maturity date for repayment and the role of limited partners in repaying the loan to the general partner?","""LOAN"""
bridge_structure_052.graphml,"Which ORGANIZATION is influenced by the presence of Affiliates, engages in transactional relationships, shares reporting and compliance obligations with its Affiliates, and allows a Limited Partner to transfer their interest without Board approval under specific conditions?","""AFFILIATE"""
bridge_structure_063.graphml,"Which organization governs decision-making, valuation, and oversight of entities like the General Partner, REIT Shares, and Liquidator?","""BOARD OF DIRECTORS"""
bridge_structure_061.graphml,"Which ORGANIZATION is responsible for governance, including approving the admission of Limited Partners and determining the value of REIT shares?","""BOARD OF DIRECTORS"""
bridge_structure_079.graphml,"Which ""PERSON"" must resolve User Licensing Events to the satisfaction of the Gaming Authorities, while also managing Golf Courses and receiving the Golf Rounds Fee from Users?","""OWNER"""
bridge_structure_062.graphml,"Which ""PERSON"" in the partnership agreement are responsible for following Special Allocation Rules for tax compliance, given that ""TITLES AND CAPTIONS"" are used for convenience without affecting the legal scope?","""PARTNERS"""
bridge_structure_068.graphml,"Which organization is governed by the Board of Directors, operates under its oversight, and has its distribution tied to the Company, while also involving Partnership Units as a form of ownership?","""PARTNERSHIP"""
bridge_structure_067.graphml,"Which PERSON has authority over Golf Courses, is responsible for their operation and maintenance, and may sell or transfer them under certain conditions outlined in the Agreement?","""OWNER"""
bridge_structure_059.graphml,"Which ""PERSON"" must follow Special Allocation Rules and include pronouns and plurals to refer to an ""entity,"" with subsets such as Limited Partners and General Partners having specific rights and responsibilities in the partnership agreement?","""PARTNERS"""
bridge_structure_073.graphml,"Which organization involves Partnership Units representing ownership interests contributed by Limited Partners, who have limited liability and are represented in governance decisions, and may transfer assets to Limited Liability Companies under specific conditions?","""PARTNERSHIP"""
bridge_structure_060.graphml,"Which organization involves the appointment of directors, the representation by a partnership representative, and the governance and oversight of a general partner, as well as the authority to admit and approve limited partners?","""BOARD OF DIRECTORS"""
bridge_structure_075.graphml,"Which organization is responsible for governance, oversight, and ensuring compliance with the Partnership Agreement, while also managing Partnership Units and Capital Accounts, and potentially dealing with Liquidating Events?","""PARTNERSHIP"""
bridge_structure_057.graphml,"Which ORGANIZATION often involves transactional relationships with Affiliates, requires confidentiality and legal obligations towards its Affiliates, and may include Limited Partners transferring interests without Board approval while sharing reporting and compliance obligations with its own Affiliates?","""AFFILIATE"""
bridge_structure_071.graphml,"Which organization is responsible for overseeing the Partnership's operations, ensuring regulatory compliance, and approving financial decisions as outlined in the Agreement and Articles of Amendment and Restatement?","""PARTNERSHIP"""
bridge_structure_080.graphml,"Which ""PERSON"" are related to ""AGENTS,"" must meet ""LEGAL REQUIREMENTS,"" and have their obligations influenced by ""AFFILIATE"" presence while adjusting ""MINIMUM ROUNDS PER YEAR""?","""OWNER"""
bridge_structure_064.graphml,"Which ORGANIZATION is responsible for appointing or approving DIRECTORS, governing decision-making within NREF OP I, L.P., admitting LIMITED PARTNERS, approving the transfer of a LIMITED PARTNER's interest, and overseeing the Liquidator during the liquidation process?","""BOARD OF DIRECTORS"""
bridge_structure_072.graphml,"Which ORGANIZATION involves Partnership Units representing ownership interests in capital contributions, is subject to United States federal income tax laws, and forms a direct relationship with its partners, including persons and operating partnership components?","""PARTNERSHIP"""
bridge_structure_069.graphml,"Which organization is registered and operates within the State of Delaware, involving limited partners or assignees as stakeholders with rights and obligations, partnership units representing ownership interests issued to partners for capital contributions, and limited partners allocated specific financial aspects with limited liability and restricted management roles?","""PARTNERSHIP"""
bridge_structure_077.graphml,"Which organization involves limited liability companies, limited partners or assignees, potentially interacts with a company in various business structures, and may have a liquidator managing its affairs?","""PARTNERSHIP"""
bridge_structure_074.graphml,"Which organization is governed by Regulations Section 1.704-1(b)(2)(ii)(g) and has Articles of Amendment and Restatement, while also potentially having a financial relationship with the Company and an indemnification obligation towards the Indemnitee?","""PARTNERSHIP"""
bridge_structure_065.graphml,"Which location constitutes a permanent taking if the taking authority's occupancy exceeds 180 days, triggering adjustments to the agreement terms for the lessee using the golf courses under the terms of the ground lease agreement?","""GOLF COURSE"""
bridge_structure_070.graphml,"Which ORGANIZATION is registered and operates within the State of Delaware and has a financial relationship with the Company, potentially as a parent or subsidiary entity, while also engaging in transactions with Affiliates and possibly receiving services or assets from it, as indicated in Exhibit C?","""PARTNERSHIP"""
bridge_structure_092.graphml,"Which PERSON is involved in an agreement with the OWNER for access to GOLF COURSES and responsibilities regarding GOLF ROUNDS FEE, potentially including a RECEIVER in certain circumstances?","""USER"""
bridge_structure_101.graphml,Which EVENT triggers the REMEDIES when an OWNER defaults on the agreement?,"""DEFAULT"""
bridge_structure_085.graphml,"Which EVENT involves the non-applicability of the Complimentary Golf Rounds Fee and the requirement for Golf Course Use Payments, Membership Fee, and CES Use Fee?","""OWNER EVENT OF DEFAULT"""
bridge_structure_096.graphml,"Which DOCUMENT includes Section 12.06, addresses the execution and effectiveness of the agreement, involves the Credit Party, and specifies terms for lenders?","""LOAN DOCUMENTS"""
bridge_structure_099.graphml,"Which ORGANIZATION involves PARTNERS contributing property, making decisions affecting operations, undergoing mergers leading to asset reclassification, issuing and managing OP Units for distribution and potential acquisition, and being a component of a larger Partnership?","""OPERATING PARTNERSHIP"""
bridge_structure_089.graphml,Which PERSON is involved in the provision of Complimentary Golf Rounds and the payment of CES Use Fee and Membership Fee under the agreement?,"""USER"""
bridge_structure_076.graphml,"Which organization involves the transfer of assets to limited liability companies under the direction and approval of the Board of Directors, holds partnership interests as ownership interests, and includes limited partners who have limited liability, restricted management roles, and rights to the partnership's assets, all while being governed by Regulations Section 1.704-1(b)(2)(iv)(m) regarding income computation and capital accounts?","""PARTNERSHIP"""
bridge_structure_094.graphml,"Which PERSON may be managed by a receiver if they are declared bankrupt or a receiver is appointed by a court, and what events, such as an unavoidable delay, could prevent the User from curing a default in a timely manner while also being entitled to complimentary golf rounds as a service provision for guest engagement?","""USER"""
bridge_structure_095.graphml,"Which ORGANIZATION is involved in financial transactions, tax refunds, Euro-Currency Loans, assignments to its Affiliates or Approved Funds, and loan agreements?","""LENDER"""
bridge_structure_084.graphml,"Which ""PERSON"" is responsible for providing Complimentary Golf Rounds to guests and triggering the Owner Event of Default, while also being obligated to pay the Membership Fee and CES Use Fee as outlined in the Agreement?","""USER"""
bridge_structure_082.graphml,"Which PERSON is responsible for restoring the affected Golf Course after a condemnation or taking, managing Golf Courses including their capital improvements and legal compliance, and adjusting the Minimum Rounds Per Year according to the specified fees?","""OWNER"""
bridge_structure_081.graphml,"Which ""PERSON"" includes the OWNER'S AFFILIATES, adjusts the MINIMUM ROUNDS PER YEAR based on the MINIMUM ROUNDS REDUCTION AMOUNT and the COMPLIMENTARY GOLF ROUNDS FEE, and collects or adjusts the MEMBERSHIP FEE and CES USE FEE according to the Agreement's provisions or the Severance Agreement?","""OWNER"""
bridge_structure_093.graphml,"Which PERSON might face an UNAVOIDABLE DELAY in curing a default due to insolvency or bankruptcy, affecting their ACCESS RIGHTS and responsibility for the GOLF ROUNDS FEE under the agreement?","""USER"""
bridge_structure_100.graphml,"Which ORGANIZATION may undergo a merger leading to the reclassification of OP Units, while also involving Partnership Units in asset acquisition and compliance with the Securities Act during integration?","""OPERATING PARTNERSHIP"""
bridge_structure_086.graphml,"Which person is involved in the Severance Agreement, Minimum Rounds Per Month, and Golf Course Use Payments?","""OWNER"""
bridge_structure_097.graphml,"Which ORGANIZATION is responsible for delegating duties to sub-agents, managing interest rates, overseeing communications with the Credit Party, and ensuring compliance for the Company in loan agreements?","""ADMINISTRATIVE AGENT"""
bridge_structure_098.graphml,"Which organization involves an Operating Partnership as a component entity, where the Surviving Entity emerges from event outcomes, engages in transactions like purchasing Partnership Units, and must comply with the Securities Act for certain distributions?","""OPERATING PARTNERSHIP"""
bridge_structure_106.graphml,Which EVENT triggers REMEDIES under the agreement when the COMPANY defaults?,"""DEFAULT"""
bridge_structure_083.graphml,"Which ""PERSON"" is responsible for the DEFAULT REMEDIES if the User fails to comply with the agreement, and must meet all LEGAL REQUIREMENTS for the assignment or transfer of GOLF COURSES as outlined in the Agreement?","""OWNER"""
bridge_structure_103.graphml,"Which DOCUMENT outlines the roles and obligations of the COMPANY, OWNER, LENDERS, and GENERAL PARTNER as parties to the Agreement?","""AGREEMENT"""
bridge_structure_091.graphml,"Which PERSON may face an UNAVOIDABLE DELAY in curing a default, potentially leading to their property being managed by a RECEIVER, while also being responsible for paying the GOLF ROUNDS FEE and holding PRIORITY RIGHTS under the agreement?","""USER"""
bridge_structure_117.graphml,"Which ORGANIZATION uses the NYFRB Rate for interest calculation and financial compliance, executes assignments, receives Borrowing Requests, and serves as a critical intermediary in the financial operations of the Company?","""ADMINISTRATIVE AGENT"""
bridge_structure_102.graphml,Which event would trigger the application of Remedies in the agreement if the Company fails to meet its obligations?,"""DEFAULT"""
bridge_structure_113.graphml,"Which DOCUMENT outlines the obligations and liabilities of Agents or Arrangers, integrates Section 12.06 addressing the execution and effectiveness clause, and governs loans in the event of a material adverse effect?","""LOAN DOCUMENTS"""
bridge_structure_105.graphml,Which EVENT triggers the acceleration of obligations and the application of remedies in the event of a default?,"""DEFAULT"""
bridge_structure_104.graphml,"Which EVENT triggers REMEDIES and OBLIGATION acceleration, constituting an Event of Default?","""DEFAULT"""
bridge_structure_090.graphml,"Which obligations does a PERSON have under the Agreement regarding changes in control or due diligence, especially concerning access to and payment for golf courses?","""USER"""
bridge_structure_109.graphml,"Which ""Person"" is responsible for overseeing the winding up and dissolution of the Partnership upon the occurrence of a Liquidating Event, and operates under the direction and approval of the Board of Directors during the liquidation process?","""LIQUIDATOR"""
bridge_structure_088.graphml,"Which ""PERSON"" may face default events under the agreement due to insolvency law, potentially leading to a receiver managing their property, while still being entitled to complementary golf rounds and access rights?","""USER"""
bridge_structure_110.graphml,"Which ""PERSON"" refers to individuals with specific rights and responsibilities in the partnership agreement, including General Partners and Limited Partners, while the agreement uses titles and captions for convenience without affecting the legal scope, and the Management Rollover allows a member of management to receive securities with the consent of the Partners?","""PARTNERS"""
bridge_structure_066.graphml,"Which EVENT involves the User being responsible for the Additional Charge when the Owner makes payments on their behalf, triggers the User's rights and remedies under the Agreement, and requires the User to pay the CES Use Fee and affects the Annual Other Sponsored Rounds Fees?","""OWNER EVENT OF DEFAULT"""
bridge_structure_114.graphml,Which DOCUMENT outlines the obligations and liabilities of Agents or Arrangers and includes Section 12.06 addressing document integration and effectiveness for the loan agreement?,"""LOAN DOCUMENTS"""
bridge_structure_115.graphml,"Which FINANCIAL_TERM involves borrowing money, where the borrower repays the principal plus interest, with interest payments due on specified dates and managed by an administrative agent?","""LOAN"""
bridge_structure_116.graphml,"Which FINANCIAL_TERM involves a borrower who takes out a loan and may face default if they fail to meet their obligations, often managed by an administrative agent and sometimes involving a limited partner in repayment terms?","""LOAN"""
bridge_structure_112.graphml,"Which PERSON are involved in the agreement, including pronouns and plurals, limited partners with specific rights and responsibilities, general partners with distinct rights and responsibilities, and capital accounts adjusted for financial accounting and partnership equity?","""PARTNERS"""
bridge_structure_127.graphml,"Which DOCUMENT outlines the contractual obligations, partnership rules, governance, and legal framework for PARTNERS, the COMPANY, and LENDERS?","""AGREEMENT"""
bridge_structure_142.graphml,Which EVENT is responsible for re-determining the Complimentary Golf Rounds Fee during a restoration or when the Golf Course is restored?,"""COMPLIMENTARY GOLF ROUNDS FEE"""
bridge_structure_135.graphml,"Which ORGANIZATION includes both the BOARD OF DIRECTORS, responsible for governance and oversight, and OFFICERS, who hold executive positions for management?","""COMPANY"""
bridge_structure_125.graphml,"Which organization is responsible for governance, oversight, and directing management policies, including overseeing directors and fulfilling tax obligations?","""COMPANY"""
bridge_structure_123.graphml,"Which DOCUMENT outlines the roles of Syndication Agents, the Owner, and the General Partner within the context of the syndication process, governance, and management authority?","""AGREEMENT"""
bridge_structure_141.graphml,"Which CONCEPT involves legal compliance, agreement terms, requirements for transfer, and the necessity for the owner to meet all legal requirements for assignment or default events as outlined in the agreement?","""LEGAL REQUIREMENTS"""
bridge_structure_131.graphml,"Which DOCUMENT outlines the legal process, agreement obligations, operations and financial aspects of the Golf Courses, and governs the partnership and loan provision?","""AGREEMENT"""
bridge_structure_129.graphml,"Which ORGANIZATION is responsible for interest calculation, financial compliance, delegation of authority, execution of assignments, and management of the loan agreement on behalf of Lenders?","""ADMINISTRATIVE AGENT"""
bridge_structure_128.graphml,"Which ORGANIZATION are synonymous with Lender Party, involved in the Loan Document as a document party to the loan agreement, and make credit decisions independently based on their analysis and information as parties to the Agreement providing loans?","""LENDERS"""
bridge_structure_140.graphml,"Which CONCEPT involves CAPITAL IMPROVEMENTS, legal compliance, agreement terms, OWNER, and OWNER EVENT OF DEFAULT as specified in the legal requirements?","""LEGAL REQUIREMENTS"""
bridge_structure_134.graphml,"Which DOCUMENT is subject to legal review, involves the management authority of the general partner, and outlines the framework for revolving borrowings and the administrative oversight by the agent?","""AGREEMENT"""
bridge_structure_139.graphml,"Which CONCEPT are directly related to legal compliance, agreement terms, CAPITAL IMPROVEMENTS, and involve the OWNER or OWNER EVENT OF DEFAULT as per the Agreement?","""LEGAL REQUIREMENTS"""
bridge_structure_132.graphml,"Which DOCUMENT outlines the relationship between the agreement and environmental remediation, as well as the contractual obligations and responsibilities of partners, while also involving lenders and the general partner's management authority?","""AGREEMENT"""
bridge_structure_143.graphml,"Which CATEGORY maintains Capital Accounts for tracking capital contributions and distributions among partners, including adjustments for partners based on gains, losses, and other transactions affecting their interests, as well as tracking contributions for limited partners under regulations such as Section 1.704-1(b)(2)(iv)(m)?","""CAPITAL ACCOUNTS"""
bridge_structure_144.graphml,"Which ORGANIZATION receives and processes Borrowing Requests from Eligible Subsidiaries, administers the Loan on behalf of the Lender, oversees Interest Periods, and executes assignments?","""ADMINISTRATIVE AGENT"""
bridge_structure_119.graphml,"Which DOCUMENT involves syndication agents in the syndication process, legal review of agreement terms, lenders as parties providing loans, and the general partner managing the execution authority?","""AGREEMENT"""
bridge_structure_137.graphml,"Which ORGANIZATION involves DIRECTORS who have the power to direct or influence management and policies, and may include AGENTS acting on its behalf, with the BOARD OF DIRECTORS responsible for overseeing the Company's management and policies?","""COMPANY"""
bridge_structure_145.graphml,"Which organization involves lenders providing acquisition indebtedness as part of their financial obligations, while also entering into an agreement to finance a borrower under terms and conditions that include the receipt of a notice of prepayment?","""LENDERS"""
bridge_structure_133.graphml,"Which DOCUMENT is related to legal review, agreement terms, compulsory process, legal process, agreement obligations, management, execution authority, and governance, and is executed by the general partner in a partnership governed by the Agreement?","""AGREEMENT"""
bridge_structure_121.graphml,"Which ORGANIZATION is responsible for overseeing the management and policies, with its directors maintaining insurance policies to protect assets and operations, and having the power to direct or influence the management and policies?","""COMPANY"""
bridge_structure_153.graphml,"Which person is responsible for restoring the affected Golf Course under the agreement, and what are their mutual obligations with the User?","""OWNER"""
bridge_structure_154.graphml,"Which event affects the re-determination of the Complimentary Golf Rounds Fee, including the Owner's responsibility and the adjustments during restoration?","""COMPLIMENTARY GOLF ROUNDS FEE"""
bridge_structure_148.graphml,"Which ORGANIZATION is responsible for interest management, financial compliance, executing assignments, and administering the Loan on Euro-Currency Business Days?","""ADMINISTRATIVE AGENT"""
bridge_structure_150.graphml,"Which ORGANIZATION is responsible for processing Borrowing Requests from Eligible Subsidiaries, administering the Agreement on behalf of the Lenders, overseeing the Interest Periods, and handling payments on Euro-Currency Business Days for Alternative Currency Loans?","""ADMINISTRATIVE AGENT"""
bridge_structure_111.graphml,"Which ""PERSON"" is involved in the Management Rollover and Special Allocation Rules, and how do Limited Partners and Aggregate Consideration fit into these processes?","""PARTNERS"""
bridge_structure_151.graphml,"Which person is responsible for collecting the CES Use Fee from the user in accordance with the agreement's provisions, including adjustments based on the Severance Agreement and other terms?","""OWNER"""
bridge_structure_152.graphml,"Which EVENT involves the OWNER receiving Golf Course Use Payments from the USER as a financial transaction, where the USER is also obligated to make these payments during the OWNER EVENT OF DEFAULT?","""GOLF COURSE USE PAYMENTS"""
bridge_structure_108.graphml,"Which CATEGORY are considered when determining the capital accounts of partners, as they affect the partnership's financial position, tax obligations, and are subject to regulations under Section 1.704-1(b)(2)(iv)(m)?","""CAPITAL ACCOUNTS"""
bridge_structure_147.graphml,"Which financial obligations, specifically the Membership Fee related to golf courses under the Owner Event of Default, must the User pay to the Owner according to the Agreement's terms?","""MEMBERSHIP FEE"""
bridge_structure_149.graphml,"Which ORGANIZATION is responsible for interest management, financial compliance, processing Borrowing Requests, advising Lenders, managing communications with the Credit Party, and overseeing the loan agreement on behalf of Lenders?","""ADMINISTRATIVE AGENT"""
bridge_structure_138.graphml,"whichchunk-88e744e954ee0e72997facbcffa0651b<SEP>chunk-8937265cc4253bcf13e23d7c8b3e355c are related to BANKRUPTCY COURT and BANKRUPTCY PLAN, and co-occur with CEOC, LLC and LAS VEGAS LEASE?","""CAESARS ENTERTAINMENT OPERATING COMPANY, INC."""
bridge_structure_146.graphml,"whichchunk-0558ad197dda0eb6eb82f6c1418d8589<SEP>chunk-95d96937813525355b0471cfda373490 is the Las Vegas Lease agreement involving Landlord REIT, Desert Palace LLC, CEOC, and Caesars Entertainment Operating Company, Inc.?","""LAS VEGAS LEASE"""
