file,query,answer
star_structure_031.graphml,"Which Writer is associated with American Literature, the Chicago School of Sociology, Kenneth Burke, and Harlem Is Nowhere?","""RALPH ELLISON"""
star_structure_035.graphml,"Which Movie features Sal Paradise, Marylou, Kerouac, and Dean Moriarty?","""ON THE ROAD"""
star_structure_012.graphml,"Which Name is associated with European and American artists, including Dorothy Brett, Van Vechten, and Tony Lujan?","""MABEL"""
star_structure_002.graphml,"Which ""Name"" is most closely related to POSTMODERNISM, HISTORIOGRAPHY, CRYSTALLOGRAPHY, and GEOLOGY?","""SMITHSON"""
star_structure_040.graphml,Which location has faced environmentalist criticism due to the proposed supermarket site near the road?,"""SITE READING"""
star_structure_026.graphml,"Which Company produced the works ""FOUR SAINTS IN THREE ACTS"", ""VAN VECHTEN"", ""STARS AND STRIPES"", and ""CHICAGO""?","""STEIN"""
star_structure_029.graphml,"Which Literature involves RESEARCH, NARRATIVE INTELLIGENCE, AUTHOR, and CREATIVE RESEARCH?","""WRITING"""
star_structure_030.graphml,"Which Store effectively engages CUSTOMERS by leveraging a CULTURAL NETWORK, inspired by LATOUR, to optimize SHELVES?","""SUPERMARKET"""
star_structure_019.graphml,"Which ""Entity"" is associated with CONVOYS, VAN VECHTEN, AMAZON TRUST MARKS, and LOUIS MAYER?","""(""ENTITY"""
star_structure_039.graphml,"Which Author is known for their elegant writing, creative passion, and the ELEGANT EDITION of their work?","""AUTHOR"""
star_structure_033.graphml,"Which Person is featured in ""American Adventures"" and associated with Abraham Lincoln, the Civil War, and the David Wells House?","""SARAH VOWELL"""
star_structure_037.graphml,"Which Authors have a deep connection with ADVENTURE, CRAFT, RESEARCH COURSE, and PASSION?","""WRITERS"""
star_structure_036.graphml,"Which Credit card security code is associated with VANITY FAIR, CARL VAN VECHTEN PAPERS, HOLLYWOOD PARTIES, and SACRED AND PROFANE MEMORIES?","""CVV"""
star_structure_042.graphml,"Which Literature includes BLACKSMITH, READER, REDSTART, and COTTON PINAFORE?","""POETRY"""
star_structure_034.graphml,"Which Conflict involves the SECRET DECEPTION FORCE, ĦAĠAR QIM, an EVENT, and the AUTHOR'S FATHER?","""WORLD WAR II"""
star_structure_038.graphml,"Which Writer wrote ""BENZEDRINE,"" ""ON THE ROAD,"" and ""MANHATTAN,"" often associated with Robert Giroux?","""KEROUAC"""
star_structure_043.graphml,"Which Person from ""Band of Sisters"" was featured in an interview about ""American Women at War in Iraq"" on a military base?","""KIRSTEN HOLMSTEDT"""
star_structure_050.graphml,"Which Author wrote RUINS, featuring Watts, V, and TIME?","""PYNCHON"""
star_structure_048.graphml,"Which Cultural Movement was significantly influenced by figures such as A'LELIA WALKER, the Chicago Defender, Carl Van Vechten, and Madam C.J. Walker?","""HARLEM RENAISSANCE"""
star_structure_045.graphml,"Which Astronomer provided writing advice on authenticity in writing, particularly in relation to access and Ben David?","""MICHELLE BOYAJIAN"""
star_structure_049.graphml,"Which Last name is associated with ARCHIVES, OUTWARD BOUND, RAILYARDS, and DIGITAL MAPS?","""CONOVER"""
star_structure_062.graphml,"Which Author is associated with Christmas, Robeson, Sublet, and the Metropolitan Opera House?","""VAN VECHTEN"""
star_structure_047.graphml,"Which Music genre is associated with JAMES HUNEKER, DEBUSSY, WAGNER, and STRAUSS?","""MUSIC AFTER THE GREAT WAR"""
star_structure_044.graphml,"Which Company was involved in the trial for treason with Alan Dershowitz and Samuel Dash, related to the Alternative World?","""REISS"""
star_structure_055.graphml,"Which Uniform Resource Locator is associated with CORPORATE SITES, the Massachusetts Historical Society, ICANN, and the John Locke Foundation?","""URL"""
star_structure_058.graphml,"Which Name is associated with T. S. Eliot, the Maltese, War, and Hagiarch Kim Ruins?","""FAUSTO"""
star_structure_053.graphml,"Which Physicist is Edward R. Wharton, Linda Lee Thomas Porter, Bat Masterson, or Emily Post?","""E. R. 'NED' THOMAS"""
star_structure_056.graphml,"Which Narrative best aligns with the CATEGORY, SYNTAX OF STORY, and FACTS provided?","""STORY"""
star_structure_059.graphml,"Which City is home to Greene's, Van Vechten, The 1880 Theater, and Van Vechten's parents?","""CEDAR RAPIDS"""
star_structure_051.graphml,"Which Library offers extensive access to BOOKS, SEARCH & FIND capabilities, DOCUMENTS, and the NORTH CAROLINA COLLECTION?","""LOUIS ROUND WILSON LIBRARY"""
star_structure_061.graphml,"Which Writer wrote ""WILDE'S SALOME,"" attended Yale, and explored themes of homosexuality in his work Sebastian?","""CARL VAN VECHTEN"""
star_structure_063.graphml,"Which Company is associated with the works ""MEMOIR,"" ""LIFE AND DEATH,"" ""THE RETURNED,"" and ""IMAGINATION""?","""MOTT"""
star_structure_057.graphml,"Which ""Person"" is associated with VAN VECHTEN, HOLLYWOOD, SCOTT FITZGERALD, and NEW YORK?","""MARINOFF"""
star_structure_065.graphml,"Which Nationality is an OLD SOLDIER in an INTERVIEW discussing a NICU, possibly related to an AMERICAN STATESMAN?","""FRENCH"""
star_structure_046.graphml,"Which ""Opera"" was composed by Igor Stravinsky and produced by MARINOFF, with designs by Van Vechten at the Théâtre des Champs-Élysées?","""LE SACRE DU PRINTEMPS"""
star_structure_066.graphml,"Which Newborn has experienced TOUCH-AND-GO MONTHS, shown an AMAZING WILL TO BEAT THE ODDS, was born PREMATURELY, and was admitted to the NICU?","""PREMATURE BABY"""
star_structure_064.graphml,"Which Writer wrote ""The Autobiography of Alice B. Toklas,"" was associated with Cubism, and contributed to The New York Times?","""GERTRUDE STEIN"""
star_structure_068.graphml,"Which Market is related to the Museum Building, Paddle8, India, and Paul Hewitt?","""ART MARKET"""
star_structure_067.graphml,"Which Last name is associated with ART BASEL, RON PERELMAN, STEVE COHEN, and DAVID GEFFEN?","""GAGOSIAN"""
star_structure_041.graphml,"Which Name is directly related to ""ZOO STORY: LIFE IN THE GARDEN OF CAPTIVES"", ""SOUTH OF HEAVEN: WELCOME TO HIGH SCHOOL AT THE END OF THE TWENTIETH CENTURY"", ""ZOO STORY"", and ""ST. PETERSBURG TIMES""?","""THOMAS FRENCH"""
star_structure_054.graphml,"Which City is associated with FLARES, Pynchon's Malta, the Knights of St. John, and Father Avalanche?","""VALLETTA"""
star_structure_070.graphml,"Which technology has significantly impacted the contemporary art market, particularly in the use of high-definition photography and Photoshopped pictures?","""INTERNET"""
star_structure_052.graphml,"Which River is featured in ""EARTHWORKS BY BRIAN W. ALDISS"" and mentioned by SMITHSON in the New York Times, near the PORT AUTHORITY BUILDING?","""SMITHSON'S PASSAIC"""
star_structure_074.graphml,"Which Hospital is associated with Harlem, Hilde L. Mosse, Ellison, and Fredric Wertham?","""LAFARGUE PSYCHIATRIC CLINIC"""
star_structure_060.graphml,"Which City was associated with CARL VAN VECHTEN, BLUE HIPPOPOTAMUS, MABEL DODGE, and DIANE SORENSEN?","""NEW YORK"""
star_structure_069.graphml,"Which Charity Organization is associated with TIM DUFFY, AMERICAN MUSICAL TRADITIONS, DENISE DUFFY, and IRONING BOARD SAM?","""MUSIC MAKER RELIEF FOUNDATION"""
star_structure_079.graphml,Which Clinic is associated with the Camera Metaphor in the context of mental health among Negro Americans?,"""PSYCHIATRIC CLINIC"""
star_structure_076.graphml,"Which Fictional Character, associated with Harlem, Negros Americans, mental health, and Ralph Ellison, is most prominently featured in discussions about these themes?","""INVISIBLE MAN"""
star_structure_073.graphml,"which Collectors are most active in the REAL ESTATE and ART FAIRS sectors, often with a NEW-MONEY BACKGROUND and significantly impacting the ART MARKET?","""COLLECTORS"""
star_structure_080.graphml,"Which African Americans were involved in the psychiatric clinic during World War I, and which later became atomic scientists, particularly those associated with Harlem?","""NEGRO AMERICANS"""
star_structure_078.graphml,"Which Person is associated with CJ Robison, Writer's Vulnerability, Journalism 'Act', and The Girls Come Marching Home?","""HOLMSTEDT"""
star_structure_071.graphml,"which Company is associated with MICHAEL JEHA, BACON TRIPTYCH, and has connections to both HONG KONG and DUBAI?","""CHRISTIE'S"""
star_structure_082.graphml,"Which Ethnic Group strongly influences FAMILY, CHURCH, FOLK WISDOM, and FOLK PERSONALITY?","""SOUTHERN NEGRO"""
star_structure_084.graphml,"Which Person is connected to CONNECTICUT, NEW YORK CITY, MARTINI, and a TOP-SECRET ARMY UNIT?","""BILL BLASS"""
star_structure_081.graphml,"Which Chef has worked at PALAZZO GRASSI, Christie's, DOGANA, and is known for his collaboration with Emmanuel Perrotin?","""PINAULT"""
star_structure_091.graphml,"Which Male parent provides a bunker as a refuge during an apocalyptic event, driven by a social mandate?","""FATHER"""
star_structure_087.graphml,"Which Family has the most significant influence on the IMPRESSIONIST AND MODERN ART MARKET within the ART WORLD, particularly through AUCTION HOUSES and the broader ART MARKET?","""NAHMAD FAMILY"""
star_structure_085.graphml,"Which Artist has been significantly influential in both the ART MARKET and the SECONDARY MARKET, as evidenced by their works being highly sought after by collectors like RON PERELMAN?","""LARRY GAGOSIAN"""
star_structure_083.graphml,"Which Person is associated with STASH, GOFFMAN, MAKE-DO ARTIFACTS, and SECONDARY ADJUSTMENTS?","""INMATE"""
star_structure_075.graphml,"Which Author wrote ""HARLEM IS NOWHERE"", ""LAFARGUE PSYCHIATRIC CLINIC"", and ""INVISIBLE(""ENTITY"", ""HARLEM"")""?","""ELLISON"""
star_structure_090.graphml,"Which Road is associated with APOCALYPSE, NUCLEAR WAR, MCCARTHY, and SITE READING?","""THE ROAD"""
star_structure_089.graphml,"Which Literary work features Heather Hammerbeck, Mott, Memory Lane, and a specific location?","""MEMOIR"""
star_structure_097.graphml,"Which Wall is most closely related to RACIAL VIOLENCE, FAMILY SECRET, HISTORICAL CONTEXT, and COMMUNITY IMPLICATIONS?","""WALLING"""
star_structure_092.graphml,"Which Son played a pivotal role in the bunker during the past world, utilizing rhetorical devices effectively?","""SON"""
star_structure_072.graphml,"Which Auction House is associated with ROUNDELL, CHRISTIE'S, and PIERRE MATISSE GALLERY in Hong Kong?","""SOTHEBY'S"""
star_structure_095.graphml,"Which Event includes Frieze Fair, TEFAF Maastricht, Titanic, and Documenta?","""EVENT"""
star_structure_093.graphml,"Which Poet is featured in the works ""LUDWIG VON BEETHOVEN,"" ""BEULAH_,"" ""THOMAS AND BEULAH,"" and ""CHRONOLOGY""?","""RITA DOVE"""
star_structure_096.graphml,"Which Mental Health clinic is located in Harlem and is related to LAFARGUE CLINIC, FOUNTAIN HOUSE, and WERTHAM?","""MENTAL_HEALTH"""
star_structure_077.graphml,"Which Research involves WRITING, WRITERS, a DIRT-TRACK STOCK CAR CIRCUIT, and SUPPLEMENTARY KNOWLEDGE?","""RESEARCH"""
star_structure_094.graphml,"Which ""Person"" is associated with Willie Grimes, the Georgian Revival House, Duke University, and Chris and Beverly's meeting?","""CHRIS MUMMA"""
star_structure_086.graphml,"Which Art Exhibition is associated with BERLIN GALLERIST GERD HARRY LYBKE, SATELLITE FAIRS, GAGOSIAN, and SELECTION COMMITTEES?","""ART BASEL"""
star_structure_088.graphml,"which Art Market has been significantly influenced by globalisation, public patronage, and the rise of the internet, particularly under the leadership of Francis Outred?","""CONTEMPORARY ART MARKET"""
